City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
293,Hasaki,JP,2022-07-30 10:33:08,35.7333,140.8333,82.8,85,7,10.96
294,Zyryanka,RU,2022-07-30 10:33:08,65.75,150.85,60.89,46,17,11.63
295,Carutapera,BR,2022-07-30 10:33:09,-1.195,-46.02,81.39,78,32,7.58
296,Waingapu,ID,2022-07-30 10:33:09,-9.6567,120.2641,75.18,75,92,10.76
297,Namie,JP,2022-07-30 10:33:10,37.4833,141.0,82.54,90,25,5.41
298,Bocana De Paiwas,NI,2022-07-30 10:33:10,12.7857,-85.1227,70.32,98,42,5.28
299,Burlington,US,2022-07-30 10:30:31,39.8835,-74.6413,73.71,87,0,5.75
300,Qaqortoq,GL,2022-07-30 10:33:11,60.7167,-46.0333,47.97,77,35,4.18
301,Magistralnyy,RU,2022-07-30 10:33:11,56.1725,107.4458,63.86,80,97,5.03
302,Bitung,ID,2022-07-30 10:33:12,1.4451,125.1824,83.25,85,61,11.18
303,Zhangjiakou,CN,2022-07-30 10:33:12,40.81,114.8794,78.39,62,8,9.93
304,Dikson,RU,2022-07-30 10:33:09,73.5069,80.5464,40.08,94,100,19.01
305,Lata,PT,2022-07-30 10:33:13,40.1629,-8.3327,97.56,22,0,1.77
306,Cockburn Town,TC,2022-07-30 10:33:13,21.4612,-71.1419,81.54,72,81,21.79
307,Jurm,AF,2022-07-30 10:33:14,36.8648,70.8342,85.14,22,63,10.85
308,Uyuni,BO,2022-07-30 10:33:14,-20.4597,-66.825,34.65,43,37,0.94
309,Isangel,VU,2022-07-30 10:33:15,-19.55,169.2667,73.38,84,100,7.67
310,Guarapari,BR,2022-07-30 10:33:15,-20.6667,-40.4975,69.89,81,85,8.5
311,San Juan,AR,2022-07-30 10:33:16,-31.5375,-68.5364,48.11,42,2,3.2
312,Sosnovo-Ozerskoye,RU,2022-07-30 10:33:16,52.5249,111.5418,62.31,78,60,3.51
313,Kaspiyskiy,RU,2022-07-30 10:33:16,45.3929,47.3707,91.44,39,15,12.03
314,Provost,CA,2022-07-30 10:33:17,52.3501,-110.2683,61.25,95,100,15.99
315,Port Hardy,CA,2022-07-30 10:33:17,50.6996,-127.4199,57.2,100,0,2.3
316,Souillac,MU,2022-07-30 10:33:18,-20.5167,57.5167,75.58,69,40,17.27
317,Dilla,ET,2022-07-30 10:34:18,6.41,38.31,73.26,64,99,4.79
318,Samarai,PG,2022-07-30 10:34:19,-10.6167,150.6667,79.18,81,8,9.84
319,Bonthe,SL,2022-07-30 10:34:19,7.5264,-12.505,81.07,61,97,6.73
320,Tatarsk,RU,2022-07-30 10:34:19,55.219,75.9828,71.98,56,60,10.65
321,Sangar,RU,2022-07-30 10:34:20,63.9242,127.4739,72.55,75,100,2.73
322,Kaeo,NZ,2022-07-30 10:34:20,-35.1,173.7833,55.33,94,56,15.28
323,Granadilla De Abona,ES,2022-07-30 10:34:21,28.1188,-16.576,80.98,76,20,23.02
324,Kurchum,KZ,2022-07-30 10:34:21,48.5722,83.6542,76.39,52,95,3.33
325,Katsuura,JP,2022-07-30 10:34:22,35.1333,140.3,80.73,87,54,12.68
326,Bulgan,MN,2022-07-30 10:34:22,48.8125,103.5347,70.12,59,75,2.48
327,Maragogi,BR,2022-07-30 10:34:23,-9.0122,-35.2225,77.68,83,100,9.86
328,Ngawen,ID,2022-07-30 10:34:23,-7.0032,111.3129,80.47,72,65,9.01
329,Presque Isle,US,2022-07-30 10:34:23,46.6811,-68.0159,58.98,82,0,4.61
330,Temirtau,KZ,2022-07-30 10:34:24,50.0544,72.9483,75.79,42,100,15.52
331,Fort Dodge,US,2022-07-30 10:34:24,42.4975,-94.168,57.81,94,0,0.0
332,Ouargaye,BF,2022-07-30 10:34:25,11.5033,0.0572,81.0,70,84,10.45
333,Vilyuysk,RU,2022-07-30 10:33:16,63.7553,121.6247,65.05,95,82,4.79
334,Pemangkat,ID,2022-07-30 10:34:25,1.1667,108.9667,78.66,85,96,9.31
335,Clarence Town,AU,2022-07-30 10:34:26,-32.5833,151.7833,53.85,94,3,3.06
336,Udachnyy,RU,2022-07-30 10:34:26,66.4167,112.4,84.45,45,93,7.74
337,Sovetskaya Gavan,RU,2022-07-30 10:34:27,48.9723,140.2878,68.92,93,30,4.09
338,Nome,US,2022-07-30 10:34:27,64.5011,-165.4064,53.67,67,0,9.22
339,Luganville,VU,2022-07-30 10:34:28,-15.5333,167.1667,75.49,87,100,1.16
340,Mugur-Aksy,RU,2022-07-30 10:34:28,50.35,90.5,66.69,42,98,3.36
341,Palmer,US,2022-07-30 10:34:28,42.1584,-72.3287,71.15,82,100,0.0
342,Tibati,CM,2022-07-30 10:34:29,6.4667,12.6333,67.23,93,100,0.92
343,Eichenzell,DE,2022-07-30 10:32:54,50.4934,9.6961,74.1,62,46,3.0
344,Villazon,BO,2022-07-30 10:34:29,-22.0866,-65.5942,38.25,72,44,5.26
345,Chicama,PE,2022-07-30 10:34:30,-7.8447,-79.1469,57.74,89,44,1.95
346,Saint-Paul,RE,2022-07-30 10:34:30,-21.0096,55.2707,78.91,69,40,1.48
347,Kurilsk,RU,2022-07-30 10:34:31,45.2333,147.8833,62.73,92,64,7.09
348,Faanui,PF,2022-07-30 10:34:31,-16.4833,-151.75,78.69,73,5,23.8
349,Bandarbeyla,SO,2022-07-30 10:34:32,9.4942,50.8122,85.01,58,53,31.07
350,Rock Springs,US,2022-07-30 10:34:32,41.5875,-109.2029,63.84,42,0,4.61
351,North Mankato,US,2022-07-30 10:34:32,44.1733,-94.0339,58.14,95,0,5.75
352,Eureka,US,2022-07-30 10:34:33,40.8021,-124.1637,59.67,91,100,3.6
353,Te Anau,NZ,2022-07-30 10:34:33,-45.4167,167.7167,31.35,95,91,2.91
354,Saint-Augustin,CA,2022-07-30 10:34:34,51.226,-58.6502,63.25,87,96,10.4
355,Kromy,RU,2022-07-30 10:34:34,52.6876,35.7667,72.48,58,62,6.33
356,Diffa,NE,2022-07-30 10:34:34,13.3154,12.6113,79.25,66,100,18.54
357,Saint-Joseph,RE,2022-07-30 10:34:35,-21.3667,55.6167,77.38,72,38,14.12
358,Saposoa,PE,2022-07-30 10:34:35,-6.934,-76.7716,68.14,87,32,2.3
359,Ome,JP,2022-07-30 10:34:36,35.7839,139.2431,87.24,63,75,0.0
360,Yeniseysk,RU,2022-07-30 10:34:36,58.4497,92.1703,73.31,79,100,3.51
361,San Jose,US,2022-07-30 10:29:45,37.3394,-121.895,64.0,83,100,8.05
362,Umm Lajj,SA,2022-07-30 10:34:37,25.0213,37.2685,90.66,56,46,14.23
363,Carauari,BR,2022-07-30 10:34:37,-4.8828,-66.8958,71.62,88,94,0.89
364,Rusera,IN,2022-07-30 10:35:38,25.75,86.0333,94.21,49,95,2.42
365,Lucea,JM,2022-07-30 10:35:38,18.451,-78.1736,78.66,82,10,11.43
366,Tyukhtet,RU,2022-07-30 10:35:39,56.5389,89.3011,76.53,61,99,5.21
367,Berlevag,NO,2022-07-30 10:35:39,70.8578,29.0864,57.2,82,100,14.97
368,Selishche,RU,2022-07-30 10:35:39,56.8879,33.2691,68.88,39,66,7.16
369,Laguna,US,2022-07-30 10:35:40,38.421,-121.4238,68.09,83,0,11.5
370,Bilibino,RU,2022-07-30 10:35:40,68.0546,166.4372,54.43,52,85,6.08
371,Meulaboh,ID,2022-07-30 10:35:41,4.1363,96.1285,81.34,76,94,5.53
372,Berehove,UA,2022-07-30 10:35:41,48.2056,22.6442,92.1,30,82,8.12
373,Huilong,CN,2022-07-30 10:35:42,31.8111,121.655,80.44,88,64,9.78
374,Rawlins,US,2022-07-30 10:35:42,41.7911,-107.2387,53.49,54,0,0.0
375,Lorengau,PG,2022-07-30 10:35:42,-2.0226,147.2712,81.54,73,61,7.14
376,Palmas,BR,2022-07-30 10:35:43,-10.2128,-48.3603,64.27,77,0,4.61
377,Namatanai,PG,2022-07-30 10:35:43,-3.6667,152.4333,79.86,77,99,8.55
378,Viedma,AR,2022-07-30 10:35:44,-40.8135,-62.9967,45.66,65,66,5.5
379,Asau,RO,2022-07-30 10:35:44,46.4333,26.4,86.95,63,18,4.52
380,Gamba,GA,2022-07-30 10:35:44,-2.65,10.0,74.25,78,100,3.67
381,Maniitsoq,GL,2022-07-30 10:35:45,65.4167,-52.9,44.78,85,100,14.14
382,Banna,PH,2022-07-30 10:35:45,17.98,120.655,83.35,87,68,3.42
383,Palana,RU,2022-07-30 10:35:46,59.1167,159.9667,45.82,92,65,7.9
384,Paso De Carrasco,UY,2022-07-30 10:35:46,-34.8603,-56.0522,49.95,76,0,5.75
385,Bouna,CI,2022-07-30 10:35:47,9.2667,-3.0,83.12,60,46,6.04
386,Miracema Do Tocantins,BR,2022-07-30 10:35:47,-9.5618,-48.3967,78.51,34,51,4.5
387,Lubumbashi,CD,2022-07-30 10:35:47,-11.6609,27.4794,82.62,23,5,1.57
388,Azul,AR,2022-07-30 10:35:48,-36.777,-59.8585,44.35,69,0,2.89
389,Krasnoselkup,RU,2022-07-30 10:35:15,65.7,82.4667,72.9,61,100,19.86
390,Crimmitschau,DE,2022-07-30 10:35:48,50.8167,12.3833,65.26,89,90,7.16
391,Chuy,UY,2022-07-30 10:35:49,-33.6971,-53.4616,43.03,75,0,4.18
392,Vestmannaeyjar,IS,2022-07-30 10:35:49,63.4427,-20.2734,49.19,71,0,13.8
393,Hanzhong,CN,2022-07-30 10:35:50,33.0728,107.0303,87.26,67,11,3.09
394,Huambo,AO,2022-07-30 10:35:50,-12.7761,15.7392,73.2,31,0,5.75
395,Mana,GF,2022-07-30 10:35:51,5.6592,-53.7767,76.98,89,37,5.86
396,Aripuana,BR,2022-07-30 10:33:31,-9.1667,-60.6333,64.56,59,44,2.64
397,Khandyga,RU,2022-07-30 10:35:51,62.6667,135.6,75.76,63,44,6.76
398,Provideniya,RU,2022-07-30 10:35:52,64.3833,-173.3,48.58,79,100,0.76
399,Pinczow,PL,2022-07-30 10:35:52,50.5205,20.5265,73.85,79,100,3.58
400,Susanville,US,2022-07-30 10:35:53,40.4163,-120.653,76.84,32,0,6.91
401,Port-Gentil,GA,2022-07-30 10:35:53,-0.7193,8.7815,80.56,69,40,11.5
402,Carballo,ES,2022-07-30 10:35:53,43.213,-8.691,79.9,75,19,12.33
403,Shimoda,JP,2022-07-30 10:35:54,34.6667,138.95,82.11,88,3,8.52
404,Coos Bay,US,2022-07-30 10:35:40,43.3665,-124.2179,61.99,96,100,6.91
405,Raglan,NZ,2022-07-30 10:35:55,-37.8,174.8833,53.1,93,53,11.45
406,Tessalit,ML,2022-07-30 10:35:55,20.1986,1.0114,96.84,28,10,4.05
407,Yinchuan,CN,2022-07-30 10:35:55,38.4681,106.2731,94.06,23,48,8.57
408,Luena,AO,2022-07-30 10:35:56,-11.7833,19.9167,87.64,11,15,1.95
409,Jaypur,IN,2022-07-30 10:35:56,18.85,82.5833,84.61,64,92,5.75
410,Santa Maria,BR,2022-07-30 10:32:41,-29.6842,-53.8069,38.5,100,20,0.0
411,Howard Springs,AU,2022-07-30 10:35:57,-12.497,131.047,76.91,69,8,5.01
412,Abalak,RU,2022-07-30 10:35:57,58.1286,68.5944,76.53,52,89,7.74
413,Beloha,MG,2022-07-30 10:36:58,-25.1667,45.05,87.08,27,3,4.12
414,Robertsport,LR,2022-07-30 10:36:58,6.7533,-11.3686,79.18,63,100,5.06
415,Nivala,FI,2022-07-30 10:36:59,63.9167,24.9667,56.68,66,99,9.13
416,Saint-Georges,GD,2022-07-30 10:36:59,12.0564,-61.7485,78.48,83,40,5.75
417,Brus,RS,2022-07-30 10:37:00,43.3836,21.0336,94.3,26,0,3.38
418,Novikovo,RU,2022-07-30 10:37:00,51.1537,37.8879,77.23,39,81,6.6
419,Kondapalle,IN,2022-07-30 10:37:01,16.6167,80.5333,86.85,51,90,3.85
420,Graaff-Reinet,ZA,2022-07-30 10:37:01,-32.2522,24.5308,54.91,62,30,6.53
421,Malinovskiy,RU,2022-07-30 10:37:02,61.1953,62.8397,84.72,28,66,4.27
422,Beaverlodge,CA,2022-07-30 10:37:02,55.2166,-119.4361,58.35,98,46,6.22
423,Kanniyakumari,IN,2022-07-30 10:37:02,8.0833,77.5667,82.65,80,55,15.9
424,Mehran,IR,2022-07-30 10:37:03,33.1222,46.1646,114.64,8,22,17.54
425,Fairbanks,US,2022-07-30 10:37:03,64.8378,-147.7164,55.36,69,0,4.61
426,Mamlyutka,KZ,2022-07-30 10:37:04,54.9375,68.5394,77.02,46,12,13.85
427,Kuah,MY,2022-07-30 10:37:04,6.3265,99.8432,84.18,84,20,2.3
428,Alta Floresta,BR,2022-07-30 10:37:05,-9.8756,-56.0861,66.34,44,88,2.68
429,Zhanakorgan,KZ,2022-07-30 10:37:05,43.9098,67.2495,90.19,22,70,12.62
430,Hurricane,US,2022-07-30 10:37:06,37.1753,-113.2899,74.59,48,82,4.54
431,Gasa,PS,2022-07-30 10:37:06,31.5,34.4667,94.87,50,0,13.8
432,Lazaro Cardenas,MX,2022-07-30 10:37:06,17.9583,-102.2,76.82,85,78,4.74
433,Karatau,KZ,2022-07-30 10:37:07,43.1667,70.4667,89.15,17,14,13.22
434,Victoria Point,AU,2022-07-30 10:37:07,-27.5833,153.3,60.91,80,47,1.01
435,Moose Factory,CA,2022-07-30 10:37:08,51.2585,-80.6094,57.2,94,100,9.22
436,Baixa Grande,BR,2022-07-30 10:37:09,-11.9597,-40.1681,69.71,81,47,2.13
437,Halifax,CA,2022-07-30 10:37:09,44.6453,-63.5724,66.09,98,46,6.91
438,Shimsk,RU,2022-07-30 10:37:09,58.212,30.7127,65.01,66,31,9.93
439,Fortuna,US,2022-07-30 10:37:10,40.5982,-124.1573,58.93,94,100,0.0
440,Vallenar,CL,2022-07-30 10:37:10,-28.5708,-70.7581,52.32,91,94,1.74
441,Tsuyama,JP,2022-07-30 10:37:11,35.05,134.0,83.82,86,41,6.11
442,Lingao,CN,2022-07-30 10:37:11,19.9103,109.6859,85.26,76,98,4.52
443,Iqaluit,CA,2022-07-30 10:37:12,63.7506,-68.5145,44.33,81,100,10.36
444,San Pedro De Macoris,DO,2022-07-30 10:37:12,18.4616,-69.2972,75.33,88,3,8.28
445,Neyshabur,IR,2022-07-30 10:37:13,36.2133,58.7958,91.49,21,36,4.52
446,Lusambo,CD,2022-07-30 10:37:13,-4.9667,23.45,94.57,30,21,3.44
447,Port Macquarie,AU,2022-07-30 10:37:13,-31.4333,152.9167,49.89,78,47,2.01
448,Mut,TR,2022-07-30 10:37:14,36.6439,33.4389,103.3,12,0,3.98
449,Baft,IR,2022-07-30 10:37:15,29.234,56.6057,81.48,38,88,9.98
450,Shingu,JP,2022-07-30 10:37:15,33.7333,135.9833,78.75,87,73,2.62
451,Cabra,ES,2022-07-30 10:37:16,37.4725,-4.4421,90.61,24,66,6.55
452,Christiana,ZA,2022-07-30 10:37:16,-27.914,25.1611,66.7,27,73,11.52
453,Bor,RU,2022-07-30 10:37:16,56.3567,44.0669,75.13,49,80,6.91
454,Skjervoy,NO,2022-07-30 10:38:17,70.0311,20.9714,62.6,66,0,11.77
455,Auki,SB,2022-07-30 10:38:17,-8.7676,160.7034,76.84,86,84,4.83
456,Port Blair,IN,2022-07-30 10:38:18,11.6667,92.75,86.04,74,40,6.91
457,Raudeberg,NO,2022-07-30 10:38:18,61.9875,5.1352,63.27,82,66,22.17
458,Progreso,MX,2022-07-30 10:38:19,21.2833,-89.6667,74.1,89,48,9.15
459,Sale,MA,2022-07-30 10:38:19,34.0389,-6.8166,81.28,69,20,6.91
460,Olafsvik,IS,2022-07-30 10:38:20,64.8945,-23.7142,49.37,63,75,5.14
461,Kamaishi,JP,2022-07-30 10:38:20,39.2667,141.8833,74.68,95,89,8.61
462,Klaksvik,FO,2022-07-30 10:38:21,62.2266,-6.589,52.72,86,95,19.3
463,Makokou,GA,2022-07-30 10:38:21,0.5738,12.8642,85.26,49,61,4.61
464,Shimanovsk,RU,2022-07-30 10:38:22,52.0,127.7,73.53,68,68,0.78
465,Ancud,CL,2022-07-30 10:38:22,-41.8697,-73.8203,42.22,86,100,5.14
466,Broome,US,2022-07-30 10:38:23,42.2506,-75.833,62.46,83,0,5.75
467,Remedios,CU,2022-07-30 10:38:23,22.4947,-79.5458,76.12,87,77,10.65
468,Jiangyou,CN,2022-07-30 10:33:26,31.7667,104.7167,82.67,81,18,4.14
469,Muisne,EC,2022-07-30 10:38:24,0.6,-80.0333,73.62,91,100,10.36
470,Cartagena Del Chaira,CO,2022-07-30 10:38:24,1.3349,-74.8429,68.83,99,93,1.41
471,Oranjemund,NA,2022-07-30 10:38:24,-28.55,16.4333,58.66,66,98,13.27
472,Dire,ML,2022-07-30 10:38:25,12.2833,-10.9667,79.11,80,100,2.8
473,Newcastle,AU,2022-07-30 10:38:26,-32.9272,151.7765,53.71,80,6,0.0
474,Richards Bay,ZA,2022-07-30 10:38:26,-28.783,32.0377,71.98,62,82,8.75
475,Sahbuz,AZ,2022-07-30 10:38:26,39.4072,45.5739,92.8,25,0,7.92
476,Kayerkan,RU,2022-07-30 10:38:27,69.3497,87.7602,59.52,72,64,23.24
477,Tarko-Sale,RU,2022-07-30 10:38:27,64.9225,77.785,78.13,49,95,21.63
478,Ewa Beach,US,2022-07-30 10:38:28,21.3156,-158.0072,78.75,74,0,8.05
479,Hovd,MN,2022-07-30 10:38:28,48.0056,91.6419,79.21,24,86,8.23
480,Ajaccio,FR,2022-07-30 10:38:13,42.0,8.9167,82.45,62,0,11.5
481,Matara,LK,2022-07-30 10:38:29,5.9485,80.5353,83.28,71,69,10.49
482,Yabrud,SY,2022-07-30 10:38:29,33.9674,36.6574,91.17,12,0,10.47
483,Yar-Sale,RU,2022-07-30 10:38:29,66.8333,70.8333,67.24,40,28,17.05
484,Gull Lake,CA,2022-07-30 10:38:30,50.1001,-108.4847,69.89,39,83,5.12
485,Barcelos,PT,2022-07-30 10:38:30,41.5388,-8.6151,91.85,32,0,3.96
486,Alice,US,2022-07-30 10:38:31,27.7523,-98.0697,78.37,88,0,8.05
487,Pochutla,MX,2022-07-30 10:38:31,15.7432,-96.4661,76.82,85,78,5.35
488,Reinosa,ES,2022-07-30 10:38:32,42.9996,-4.138,66.45,52,21,8.23
489,Zenzeli,RU,2022-07-30 10:38:32,45.9241,47.0474,98.33,23,13,6.26
490,Hualmay,PE,2022-07-30 10:38:32,-11.0964,-77.6139,59.83,86,80,4.16
491,Santander,ES,2022-07-30 10:38:33,43.4647,-3.8044,76.32,71,40,7.0
492,Basco,PH,2022-07-30 10:38:33,20.4487,121.9702,86.0,71,79,18.01
493,Cheyenne,US,2022-07-30 10:37:31,41.14,-104.8203,57.78,95,0,5.99
494,Krutinka,RU,2022-07-30 10:38:34,56.0055,71.5113,69.08,63,4,10.45
495,Bilma,NE,2022-07-30 10:38:34,18.6853,12.9164,102.76,12,70,5.91
496,Hohhot,CN,2022-07-30 10:38:35,40.8106,111.6522,82.69,42,20,2.24
497,Constantine,DZ,2022-07-30 10:34:30,36.365,6.6147,92.61,35,0,5.75
498,Winterberg,DE,2022-07-30 10:38:35,51.2,8.5333,71.1,48,34,7.9
499,Uribia,CO,2022-07-30 10:39:36,11.7139,-72.266,78.71,76,10,16.33
500,Minab,IR,2022-07-30 10:39:36,27.1467,57.0801,95.32,55,40,9.22
501,Sechura,PE,2022-07-30 10:39:37,-5.5569,-80.8222,61.23,87,15,8.03
502,Nakasongola,UG,2022-07-30 10:39:37,1.3089,32.4564,83.12,49,27,1.97
503,Nhulunbuy,AU,2022-07-30 10:39:38,-12.2333,136.7667,74.01,83,47,8.05
504,Newtownards,GB,2022-07-30 10:39:38,54.5924,-5.6909,67.95,77,75,10.36
505,Komsomolskiy,UZ,2022-07-30 10:39:38,40.4272,71.7189,95.72,18,13,11.5
506,Saint Albans,GB,2022-07-30 10:39:39,51.75,-0.3333,76.42,52,100,13.8
507,Seduva,LT,2022-07-30 10:39:39,55.7667,23.7667,68.43,54,4,3.74
508,Freetown,SL,2022-07-30 10:36:59,8.484,-13.2299,80.31,78,40,5.75
509,Itinga,BR,2022-07-30 10:39:40,-16.6131,-41.7653,72.12,40,57,2.19
510,Zaysan,KZ,2022-07-30 10:39:40,47.4667,84.8667,81.41,35,94,11.56
511,Naryan-Mar,RU,2022-07-30 10:39:41,67.6713,53.087,72.64,38,33,13.33
512,Ahuimanu,US,2022-07-30 10:39:41,21.4447,-157.8378,78.51,81,40,8.05
513,Trojan,PL,2022-07-30 10:39:42,53.7897,20.2404,75.54,43,98,9.28
514,Westerland,DE,2022-07-30 10:39:43,54.9079,8.3033,71.62,73,0,6.91
515,Shakiso,ET,2022-07-30 10:39:43,5.75,38.9167,65.89,68,100,6.02
516,Phuket,TH,2022-07-30 10:39:44,8.0,98.25,86.22,74,40,11.5
517,Inhambane,MZ,2022-07-30 10:39:44,-23.865,35.3833,76.98,61,20,8.05
518,Coahuayana,MX,2022-07-30 10:39:45,18.7333,-103.6833,74.25,94,100,4.38
519,Kalilangan,PH,2022-07-30 10:39:45,7.8211,124.7314,68.92,95,98,0.92
520,Tala,EG,2022-07-30 10:39:46,30.6803,30.9429,101.37,13,0,8.14
521,West Bay,KY,2022-07-30 10:39:46,19.3667,-81.4167,82.0,81,95,1.01
522,Huanren,CN,2022-07-30 10:39:46,41.2647,125.3667,72.43,95,100,1.61
523,Carbonear,CA,2022-07-30 10:39:47,47.7332,-53.2148,64.15,97,91,11.34
524,Paamiut,GL,2022-07-30 10:39:47,61.994,-49.6678,43.41,92,63,8.39
525,El Sauzal,MX,2022-07-30 10:39:48,31.9,-116.6833,65.41,84,53,2.68
526,Flinders,AU,2022-07-30 10:39:48,-34.5833,150.8552,54.37,71,7,5.99
527,Nong Phai,TH,2022-07-30 10:39:49,15.9903,101.0618,86.77,74,100,2.08
528,Okhotsk,RU,2022-07-30 10:39:49,59.3833,143.3,56.66,90,88,7.07
529,Luoyang,CN,2022-07-30 10:35:39,34.6836,112.4536,82.02,76,64,5.59
530,Ileza,RU,2022-07-30 10:39:50,61.0533,43.9002,68.76,67,69,4.65
531,Baffa,PK,2022-07-30 10:39:50,34.4378,73.2194,81.36,76,29,4.5
532,Pervomayskoye,RU,2022-07-30 10:39:51,43.919,46.7102,96.8,23,0,15.48
533,Bombay,IN,2022-07-30 10:36:54,19.0144,72.8479,87.78,74,40,10.36
534,Slavkov U Brna,CZ,2022-07-30 10:39:51,49.1533,16.8765,70.77,94,75,6.91
535,Fria,GN,2022-07-30 10:39:52,10.4167,-13.5833,75.22,74,99,3.18
536,Florianopolis,BR,2022-07-30 10:39:32,-27.6146,-48.5012,52.41,85,0,5.75
537,Grand Gaube,MU,2022-07-30 10:39:52,-20.0064,57.6608,75.6,58,47,13.0
538,Morant Bay,JM,2022-07-30 10:39:53,17.8815,-76.4093,78.42,85,5,7.94
539,Ouango,CF,2022-07-30 10:39:53,4.3133,22.5552,86.52,52,19,4.05
540,Ndele,CF,2022-07-30 10:39:54,8.4109,20.6473,80.65,67,68,5.99
541,Anadyr,RU,2022-07-30 10:39:54,64.75,177.4833,48.7,87,0,4.47
542,Ardahan,TR,2022-07-30 10:40:55,41.1087,42.7022,81.88,37,9,3.22
543,Olga,RU,2022-07-30 10:40:55,43.7444,135.2892,76.3,89,57,4.25
544,Kapoeta,SS,2022-07-30 10:40:56,4.7717,33.5903,70.7,89,99,6.44
545,Benjamin Hill,MX,2022-07-30 10:40:56,30.1667,-111.1,74.86,76,92,5.66
546,Imeni Poliny Osipenko,RU,2022-07-30 10:40:56,52.4201,136.4853,65.21,84,48,14.76
547,Kamenka,RU,2022-07-30 10:40:57,51.3223,42.7678,81.77,36,13,6.55
548,Voh,NC,2022-07-30 10:40:57,-20.9667,164.7,68.25,84,100,12.01
549,Storforshei,NO,2022-07-30 10:40:58,66.4043,14.5233,69.58,46,0,5.75
550,Puerto Quijarro,BO,2022-07-30 10:40:58,-17.7833,-57.7667,58.05,62,24,1.74
551,Brae,GB,2022-07-30 10:40:59,60.3964,-1.353,56.48,97,100,16.2
552,Codrington,AU,2022-07-30 10:40:59,-38.2667,141.9667,52.63,52,100,18.37
553,Sharan,RU,2022-07-30 10:40:59,54.8167,54.0,75.83,48,98,4.14
554,Kyzyl,RU,2022-07-30 10:41:00,51.7,94.45,85.08,24,25,5.44
555,Madang,PG,2022-07-30 10:41:00,-5.2246,145.7966,78.24,83,38,1.48
556,Jijiga,ET,2022-07-30 10:41:01,9.35,42.8,75.13,50,57,14.18
557,Marawi,PH,2022-07-30 10:41:01,7.9986,124.2928,70.95,93,100,1.88
558,Makarov,RU,2022-07-30 10:41:02,48.6333,142.8,66.2,98,56,5.32
559,San Rafael,AR,2022-07-30 10:41:02,-34.6177,-68.3301,46.6,44,12,1.32
560,Santa Vitoria Do Palmar,BR,2022-07-30 10:41:03,-33.5189,-53.3681,42.98,78,0,4.05
561,Graham,US,2022-07-30 10:41:03,47.0529,-122.2943,69.57,86,40,3.44
562,Bijie,CN,2022-07-30 10:41:04,27.3125,105.2942,71.58,87,100,6.98
563,Teknaf,BD,2022-07-30 10:41:04,20.8624,92.3058,86.34,70,95,9.84
564,Sao Jose Da Coroa Grande,BR,2022-07-30 10:41:05,-8.8978,-35.1478,77.81,82,100,10.22
565,Bose,IT,2022-07-30 10:41:05,45.4612,8.0137,85.21,41,1,6.6
566,Vila Franca Do Campo,PT,2022-07-30 10:41:05,37.7167,-25.4333,73.81,70,82,4.34
567,Inirida,CO,2022-07-30 10:41:06,3.8653,-67.9239,70.84,99,100,2.53
568,Kulhudhuffushi,MV,2022-07-30 10:41:06,6.6221,73.07,80.8,80,74,16.91
569,Abu Zabad,SD,2022-07-30 10:41:07,12.35,29.25,89.28,45,52,12.41
570,Trindade,BR,2022-07-30 10:41:07,-16.6494,-49.4889,55.15,46,29,1.3
571,Twentynine Palms,US,2022-07-30 10:41:07,34.1356,-116.0542,83.93,47,66,2.84
572,Witbank,ZA,2022-07-30 10:41:08,-25.8713,29.2332,67.32,25,2,9.66
573,Jiaocheng,CN,2022-07-30 10:41:08,24.6774,116.1389,85.98,60,47,2.35
574,Milkovo,RU,2022-07-30 10:41:09,54.7167,158.6167,52.32,81,100,10.11
575,Mount Pleasant,US,2022-07-30 10:41:09,32.7941,-79.8626,82.4,85,0,8.01
