City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
330,Alice Springs,AU,-23.7,133.8833,42.35,65,2,0.0,clear sky
331,Sitka,US,57.0531,-135.33,57.09,88,100,5.75,overcast clouds
332,Chardara,KZ,41.2547,67.9692,72.81,46,0,3.83,clear sky
333,Zhenlai,CN,45.8495,123.2973,77.72,79,20,7.29,few clouds
334,Koslan,RU,63.4564,48.8989,59.05,98,100,0.51,light rain
335,Punto Fijo,VE,11.6956,-70.1996,81.61,77,27,28.16,scattered clouds
336,Nizhniy Tsasuchey,RU,50.5167,115.1333,67.93,57,44,5.66,scattered clouds
337,Newry,GB,54.1784,-6.3374,50.41,90,99,0.6,overcast clouds
338,Santa Lucia,ES,27.9117,-15.5407,65.77,78,20,28.77,few clouds
339,Balakhninskiy,RU,58.0106,114.2769,59.58,94,94,2.35,light rain
340,Fukue,JP,32.6881,128.8419,81.91,86,19,37.69,few clouds
341,Skibotn,NO,69.3913,20.2679,58.14,75,100,2.62,overcast clouds
342,Ayame,CI,5.6083,-3.1563,72.28,84,100,6.26,overcast clouds
343,Ambilobe,MG,-13.2,49.05,63.45,83,2,3.83,clear sky
344,College,US,64.8569,-147.8028,64.29,85,75,4.61,broken clouds
